Date,Bank Rate,Date Format,Year
14/12/2015,0.5,12/14/2015,2015
15/12/2015,0.5,12/15/2015,2015
16/12/2015,0.5,12/16/2015,2015
17/12/2015,0.5,12/17/2015,2015
18/12/2015,0.5,12/18/2015,2015
21/12/2015,0.5,12/21/2015,2015
22/12/2015,0.5,12/22/2015,2015
23/12/2015,0.5,12/23/2015,2015
24/12/2015,0.5,12/24/2015,2015
29/12/2015,0.5,12/29/2015,2015
30/12/2015,0.5,12/30/2015,2015
31/12/2015,0.5,12/31/2015,2015
04/01/2016,0.5,01/04/2016,2016
05/01/2016,0.5,01/05/2016,2016
06/01/2016,0.5,01/06/2016,2016
07/01/2016,0.5,01/07/2016,2016
08/01/2016,0.5,01/08/2016,2016
11/01/2016,0.5,01/11/2016,2016
12/01/2016,0.5,01/12/2016,2016
13/01/2016,0.5,01/13/2016,2016
14/01/2016,0.5,01/14/2016,2016
15/01/2016,0.5,01/15/2016,2016
18/01/2016,0.5,01/18/2016,2016
19/01/2016,0.5,01/19/2016,2016
20/01/2016,0.5,01/20/2016,2016
21/01/2016,0.5,01/21/2016,2016
22/01/2016,0.5,01/22/2016,2016
25/01/2016,0.5,01/25/2016,2016
26/01/2016,0.5,01/26/2016,2016
27/01/2016,0.5,01/27/2016,2016
28/01/2016,0.5,01/28/2016,2016
29/01/2016,0.5,01/29/2016,2016
01/02/2016,0.5,02/01/2016,2016
02/02/2016,0.5,02/02/2016,2016
03/02/2016,0.5,02/03/2016,2016
04/02/2016,0.5,02/04/2016,2016
05/02/2016,0.5,02/05/2016,2016
08/02/2016,0.5,02/08/2016,2016
09/02/2016,0.5,02/09/2016,2016
10/02/2016,0.5,02/10/2016,2016
11/02/2016,0.5,02/11/2016,2016
12/02/2016,0.5,02/12/2016,2016
15/02/2016,0.5,02/15/2016,2016
16/02/2016,0.5,02/16/2016,2016
17/02/2016,0.5,02/17/2016,2016
18/02/2016,0.5,02/18/2016,2016
19/02/2016,0.5,02/19/2016,2016
22/02/2016,0.5,02/22/2016,2016
23/02/2016,0.5,02/23/2016,2016
24/02/2016,0.5,02/24/2016,2016
25/02/2016,0.5,02/25/2016,2016
26/02/2016,0.5,02/26/2016,2016
29/02/2016,0.5,02/29/2016,2016
01/03/2016,0.5,03/01/2016,2016
02/03/2016,0.5,03/02/2016,2016
03/03/2016,0.5,03/03/2016,2016
04/03/2016,0.5,03/04/2016,2016
07/03/2016,0.5,03/07/2016,2016
08/03/2016,0.5,03/08/2016,2016
09/03/2016,0.5,03/09/2016,2016
10/03/2016,0.5,03/10/2016,2016
11/03/2016,0.5,03/11/2016,2016
14/03/2016,0.5,03/14/2016,2016
15/03/2016,0.5,03/15/2016,2016
16/03/2016,0.5,03/16/2016,2016
17/03/2016,0.5,03/17/2016,2016
18/03/2016,0.5,03/18/2016,2016
21/03/2016,0.5,03/21/2016,2016
22/03/2016,0.5,03/22/2016,2016
23/03/2016,0.5,03/23/2016,2016
24/03/2016,0.5,03/24/2016,2016
29/03/2016,0.5,03/29/2016,2016
30/03/2016,0.5,03/30/2016,2016
31/03/2016,0.5,03/31/2016,2016
01/04/2016,0.5,04/01/2016,2016
04/04/2016,0.5,04/04/2016,2016
05/04/2016,0.5,04/05/2016,2016
06/04/2016,0.5,04/06/2016,2016
07/04/2016,0.5,04/07/2016,2016
08/04/2016,0.5,04/08/2016,2016
11/04/2016,0.5,04/11/2016,2016
12/04/2016,0.5,04/12/2016,2016
13/04/2016,0.5,04/13/2016,2016
14/04/2016,0.5,04/14/2016,2016
15/04/2016,0.5,04/15/2016,2016
18/04/2016,0.5,04/18/2016,2016
19/04/2016,0.5,04/19/2016,2016
20/04/2016,0.5,04/20/2016,2016
21/04/2016,0.5,04/21/2016,2016
22/04/2016,0.5,04/22/2016,2016
25/04/2016,0.5,04/25/2016,2016
26/04/2016,0.5,04/26/2016,2016
27/04/2016,0.5,04/27/2016,2016
28/04/2016,0.5,04/28/2016,2016
29/04/2016,0.5,04/29/2016,2016
03/05/2016,0.5,05/03/2016,2016
04/05/2016,0.5,05/04/2016,2016
05/05/2016,0.5,05/05/2016,2016
06/05/2016,0.5,05/06/2016,2016
09/05/2016,0.5,05/09/2016,2016
10/05/2016,0.5,05/10/2016,2016
11/05/2016,0.5,05/11/2016,2016
12/05/2016,0.5,05/12/2016,2016
13/05/2016,0.5,05/13/2016,2016
16/05/2016,0.5,05/16/2016,2016
17/05/2016,0.5,05/17/2016,2016
18/05/2016,0.5,05/18/2016,2016
19/05/2016,0.5,05/19/2016,2016
20/05/2016,0.5,05/20/2016,2016
23/05/2016,0.5,05/23/2016,2016
24/05/2016,0.5,05/24/2016,2016
25/05/2016,0.5,05/25/2016,2016
26/05/2016,0.5,05/26/2016,2016
27/05/2016,0.5,05/27/2016,2016
31/05/2016,0.5,05/31/2016,2016
01/06/2016,0.5,06/01/2016,2016
02/06/2016,0.5,06/02/2016,2016
03/06/2016,0.5,06/03/2016,2016
06/06/2016,0.5,06/06/2016,2016
07/06/2016,0.5,06/07/2016,2016
08/06/2016,0.5,06/08/2016,2016
09/06/2016,0.5,06/09/2016,2016
10/06/2016,0.5,06/10/2016,2016
13/06/2016,0.5,06/13/2016,2016
14/06/2016,0.5,06/14/2016,2016
15/06/2016,0.5,06/15/2016,2016
16/06/2016,0.5,06/16/2016,2016
17/06/2016,0.5,06/17/2016,2016
20/06/2016,0.5,06/20/2016,2016
21/06/2016,0.5,06/21/2016,2016
22/06/2016,0.5,06/22/2016,2016
23/06/2016,0.5,06/23/2016,2016
24/06/2016,0.5,06/24/2016,2016
27/06/2016,0.5,06/27/2016,2016
28/06/2016,0.5,06/28/2016,2016
29/06/2016,0.5,06/29/2016,2016
30/06/2016,0.5,06/30/2016,2016
01/07/2016,0.5,07/01/2016,2016
04/07/2016,0.5,07/04/2016,2016
05/07/2016,0.5,07/05/2016,2016
06/07/2016,0.5,07/06/2016,2016
07/07/2016,0.5,07/07/2016,2016
08/07/2016,0.5,07/08/2016,2016
11/07/2016,0.5,07/11/2016,2016
12/07/2016,0.5,07/12/2016,2016
13/07/2016,0.5,07/13/2016,2016
14/07/2016,0.5,07/14/2016,2016
15/07/2016,0.5,07/15/2016,2016
18/07/2016,0.5,07/18/2016,2016
19/07/2016,0.5,07/19/2016,2016
20/07/2016,0.5,07/20/2016,2016
21/07/2016,0.5,07/21/2016,2016
22/07/2016,0.5,07/22/2016,2016
25/07/2016,0.5,07/25/2016,2016
26/07/2016,0.5,07/26/2016,2016
27/07/2016,0.5,07/27/2016,2016
28/07/2016,0.5,07/28/2016,2016
29/07/2016,0.5,07/29/2016,2016
01/08/2016,0.5,08/01/2016,2016
02/08/2016,0.5,08/02/2016,2016
03/08/2016,0.5,08/03/2016,2016
04/08/2016,0.25,08/04/2016,2016
05/08/2016,0.25,08/05/2016,2016
08/08/2016,0.25,08/08/2016,2016
09/08/2016,0.25,08/09/2016,2016
10/08/2016,0.25,08/10/2016,2016
11/08/2016,0.25,08/11/2016,2016
12/08/2016,0.25,08/12/2016,2016
15/08/2016,0.25,08/15/2016,2016
16/08/2016,0.25,08/16/2016,2016
17/08/2016,0.25,08/17/2016,2016
18/08/2016,0.25,08/18/2016,2016
19/08/2016,0.25,08/19/2016,2016
22/08/2016,0.25,08/22/2016,2016
23/08/2016,0.25,08/23/2016,2016
24/08/2016,0.25,08/24/2016,2016
25/08/2016,0.25,08/25/2016,2016
26/08/2016,0.25,08/26/2016,2016
30/08/2016,0.25,08/30/2016,2016
31/08/2016,0.25,08/31/2016,2016
01/09/2016,0.25,09/01/2016,2016
02/09/2016,0.25,09/02/2016,2016
05/09/2016,0.25,09/05/2016,2016
06/09/2016,0.25,09/06/2016,2016
07/09/2016,0.25,09/07/2016,2016
08/09/2016,0.25,09/08/2016,2016
09/09/2016,0.25,09/09/2016,2016
12/09/2016,0.25,09/12/2016,2016
13/09/2016,0.25,09/13/2016,2016
14/09/2016,0.25,09/14/2016,2016
15/09/2016,0.25,09/15/2016,2016
16/09/2016,0.25,09/16/2016,2016
19/09/2016,0.25,09/19/2016,2016
20/09/2016,0.25,09/20/2016,2016
21/09/2016,0.25,09/21/2016,2016
22/09/2016,0.25,09/22/2016,2016
23/09/2016,0.25,09/23/2016,2016
26/09/2016,0.25,09/26/2016,2016
27/09/2016,0.25,09/27/2016,2016
28/09/2016,0.25,09/28/2016,2016
29/09/2016,0.25,09/29/2016,2016
30/09/2016,0.25,09/30/2016,2016
03/10/2016,0.25,10/03/2016,2016
04/10/2016,0.25,10/04/2016,2016
05/10/2016,0.25,10/05/2016,2016
06/10/2016,0.25,10/06/2016,2016
07/10/2016,0.25,10/07/2016,2016
10/10/2016,0.25,10/10/2016,2016
11/10/2016,0.25,10/11/2016,2016
12/10/2016,0.25,10/12/2016,2016
13/10/2016,0.25,10/13/2016,2016
14/10/2016,0.25,10/14/2016,2016
17/10/2016,0.25,10/17/2016,2016
18/10/2016,0.25,10/18/2016,2016
19/10/2016,0.25,10/19/2016,2016
20/10/2016,0.25,10/20/2016,2016
21/10/2016,0.25,10/21/2016,2016
24/10/2016,0.25,10/24/2016,2016
25/10/2016,0.25,10/25/2016,2016
26/10/2016,0.25,10/26/2016,2016
27/10/2016,0.25,10/27/2016,2016
28/10/2016,0.25,10/28/2016,2016
31/10/2016,0.25,10/31/2016,2016
01/11/2016,0.25,11/01/2016,2016
02/11/2016,0.25,11/02/2016,2016
03/11/2016,0.25,11/03/2016,2016
04/11/2016,0.25,11/04/2016,2016
07/11/2016,0.25,11/07/2016,2016
08/11/2016,0.25,11/08/2016,2016
09/11/2016,0.25,11/09/2016,2016
10/11/2016,0.25,11/10/2016,2016
11/11/2016,0.25,11/11/2016,2016
14/11/2016,0.25,11/14/2016,2016
15/11/2016,0.25,11/15/2016,2016
16/11/2016,0.25,11/16/2016,2016
17/11/2016,0.25,11/17/2016,2016
18/11/2016,0.25,11/18/2016,2016
21/11/2016,0.25,11/21/2016,2016
22/11/2016,0.25,11/22/2016,2016
23/11/2016,0.25,11/23/2016,2016
24/11/2016,0.25,11/24/2016,2016
25/11/2016,0.25,11/25/2016,2016
28/11/2016,0.25,11/28/2016,2016
29/11/2016,0.25,11/29/2016,2016
30/11/2016,0.25,11/30/2016,2016
01/12/2016,0.25,12/01/2016,2016
02/12/2016,0.25,12/02/2016,2016
05/12/2016,0.25,12/05/2016,2016
06/12/2016,0.25,12/06/2016,2016
07/12/2016,0.25,12/07/2016,2016
08/12/2016,0.25,12/08/2016,2016
09/12/2016,0.25,12/09/2016,2016
12/12/2016,0.25,12/12/2016,2016
13/12/2016,0.25,12/13/2016,2016
14/12/2016,0.25,12/14/2016,2016
15/12/2016,0.25,12/15/2016,2016
16/12/2016,0.25,12/16/2016,2016
19/12/2016,0.25,12/19/2016,2016
20/12/2016,0.25,12/20/2016,2016
21/12/2016,0.25,12/21/2016,2016
22/12/2016,0.25,12/22/2016,2016
23/12/2016,0.25,12/23/2016,2016
28/12/2016,0.25,12/28/2016,2016
29/12/2016,0.25,12/29/2016,2016
30/12/2016,0.25,12/30/2016,2016
03/01/2017,0.25,01/03/2017,2017
04/01/2017,0.25,01/04/2017,2017
05/01/2017,0.25,01/05/2017,2017
06/01/2017,0.25,01/06/2017,2017
09/01/2017,0.25,01/09/2017,2017
10/01/2017,0.25,01/10/2017,2017
11/01/2017,0.25,01/11/2017,2017
12/01/2017,0.25,01/12/2017,2017
13/01/2017,0.25,01/13/2017,2017
16/01/2017,0.25,01/16/2017,2017
17/01/2017,0.25,01/17/2017,2017
18/01/2017,0.25,01/18/2017,2017
19/01/2017,0.25,01/19/2017,2017
20/01/2017,0.25,01/20/2017,2017
23/01/2017,0.25,01/23/2017,2017
24/01/2017,0.25,01/24/2017,2017
25/01/2017,0.25,01/25/2017,2017
26/01/2017,0.25,01/26/2017,2017
27/01/2017,0.25,01/27/2017,2017
30/01/2017,0.25,01/30/2017,2017
31/01/2017,0.25,01/31/2017,2017
01/02/2017,0.25,02/01/2017,2017
02/02/2017,0.25,02/02/2017,2017
03/02/2017,0.25,02/03/2017,2017
06/02/2017,0.25,02/06/2017,2017
07/02/2017,0.25,02/07/2017,2017
08/02/2017,0.25,02/08/2017,2017
09/02/2017,0.25,02/09/2017,2017
10/02/2017,0.25,02/10/2017,2017
13/02/2017,0.25,02/13/2017,2017
14/02/2017,0.25,02/14/2017,2017
15/02/2017,0.25,02/15/2017,2017
16/02/2017,0.25,02/16/2017,2017
17/02/2017,0.25,02/17/2017,2017
20/02/2017,0.25,02/20/2017,2017
21/02/2017,0.25,02/21/2017,2017
22/02/2017,0.25,02/22/2017,2017
23/02/2017,0.25,02/23/2017,2017
24/02/2017,0.25,02/24/2017,2017
27/02/2017,0.25,02/27/2017,2017
28/02/2017,0.25,02/28/2017,2017
01/03/2017,0.25,03/01/2017,2017
02/03/2017,0.25,03/02/2017,2017
03/03/2017,0.25,03/03/2017,2017
06/03/2017,0.25,03/06/2017,2017
07/03/2017,0.25,03/07/2017,2017
08/03/2017,0.25,03/08/2017,2017
09/03/2017,0.25,03/09/2017,2017
10/03/2017,0.25,03/10/2017,2017
13/03/2017,0.25,03/13/2017,2017
14/03/2017,0.25,03/14/2017,2017
15/03/2017,0.25,03/15/2017,2017
16/03/2017,0.25,03/16/2017,2017
17/03/2017,0.25,03/17/2017,2017
20/03/2017,0.25,03/20/2017,2017
21/03/2017,0.25,03/21/2017,2017
22/03/2017,0.25,03/22/2017,2017
23/03/2017,0.25,03/23/2017,2017
24/03/2017,0.25,03/24/2017,2017
27/03/2017,0.25,03/27/2017,2017
28/03/2017,0.25,03/28/2017,2017
29/03/2017,0.25,03/29/2017,2017
30/03/2017,0.25,03/30/2017,2017
31/03/2017,0.25,03/31/2017,2017
03/04/2017,0.25,04/03/2017,2017
04/04/2017,0.25,04/04/2017,2017
05/04/2017,0.25,04/05/2017,2017
06/04/2017,0.25,04/06/2017,2017
07/04/2017,0.25,04/07/2017,2017
10/04/2017,0.25,04/10/2017,2017
11/04/2017,0.25,04/11/2017,2017
12/04/2017,0.25,04/12/2017,2017
13/04/2017,0.25,04/13/2017,2017
18/04/2017,0.25,04/18/2017,2017
19/04/2017,0.25,04/19/2017,2017
20/04/2017,0.25,04/20/2017,2017
21/04/2017,0.25,04/21/2017,2017
24/04/2017,0.25,04/24/2017,2017
25/04/2017,0.25,04/25/2017,2017
26/04/2017,0.25,04/26/2017,2017
27/04/2017,0.25,04/27/2017,2017
28/04/2017,0.25,04/28/2017,2017
02/05/2017,0.25,05/02/2017,2017
03/05/2017,0.25,05/03/2017,2017
04/05/2017,0.25,05/04/2017,2017
05/05/2017,0.25,05/05/2017,2017
08/05/2017,0.25,05/08/2017,2017
09/05/2017,0.25,05/09/2017,2017
10/05/2017,0.25,05/10/2017,2017
11/05/2017,0.25,05/11/2017,2017
12/05/2017,0.25,05/12/2017,2017
15/05/2017,0.25,05/15/2017,2017
16/05/2017,0.25,05/16/2017,2017
17/05/2017,0.25,05/17/2017,2017
18/05/2017,0.25,05/18/2017,2017
19/05/2017,0.25,05/19/2017,2017
22/05/2017,0.25,05/22/2017,2017
23/05/2017,0.25,05/23/2017,2017
24/05/2017,0.25,05/24/2017,2017
25/05/2017,0.25,05/25/2017,2017
26/05/2017,0.25,05/26/2017,2017
30/05/2017,0.25,05/30/2017,2017
31/05/2017,0.25,05/31/2017,2017
01/06/2017,0.25,06/01/2017,2017
02/06/2017,0.25,06/02/2017,2017
05/06/2017,0.25,06/05/2017,2017
06/06/2017,0.25,06/06/2017,2017
07/06/2017,0.25,06/07/2017,2017
08/06/2017,0.25,06/08/2017,2017
09/06/2017,0.25,06/09/2017,2017
12/06/2017,0.25,06/12/2017,2017
13/06/2017,0.25,06/13/2017,2017
14/06/2017,0.25,06/14/2017,2017
15/06/2017,0.25,06/15/2017,2017
16/06/2017,0.25,06/16/2017,2017
19/06/2017,0.25,06/19/2017,2017
20/06/2017,0.25,06/20/2017,2017
21/06/2017,0.25,06/21/2017,2017
22/06/2017,0.25,06/22/2017,2017
23/06/2017,0.25,06/23/2017,2017
26/06/2017,0.25,06/26/2017,2017
27/06/2017,0.25,06/27/2017,2017
28/06/2017,0.25,06/28/2017,2017
29/06/2017,0.25,06/29/2017,2017
30/06/2017,0.25,06/30/2017,2017
03/07/2017,0.25,07/03/2017,2017
04/07/2017,0.25,07/04/2017,2017
05/07/2017,0.25,07/05/2017,2017
06/07/2017,0.25,07/06/2017,2017
07/07/2017,0.25,07/07/2017,2017
10/07/2017,0.25,07/10/2017,2017
11/07/2017,0.25,07/11/2017,2017
12/07/2017,0.25,07/12/2017,2017
13/07/2017,0.25,07/13/2017,2017
14/07/2017,0.25,07/14/2017,2017
17/07/2017,0.25,07/17/2017,2017
18/07/2017,0.25,07/18/2017,2017
19/07/2017,0.25,07/19/2017,2017
20/07/2017,0.25,07/20/2017,2017
21/07/2017,0.25,07/21/2017,2017
24/07/2017,0.25,07/24/2017,2017
25/07/2017,0.25,07/25/2017,2017
26/07/2017,0.25,07/26/2017,2017
27/07/2017,0.25,07/27/2017,2017
28/07/2017,0.25,07/28/2017,2017
31/07/2017,0.25,07/31/2017,2017
01/08/2017,0.25,08/01/2017,2017
02/08/2017,0.25,08/02/2017,2017
03/08/2017,0.25,08/03/2017,2017
04/08/2017,0.25,08/04/2017,2017
07/08/2017,0.25,08/07/2017,2017
08/08/2017,0.25,08/08/2017,2017
09/08/2017,0.25,08/09/2017,2017
10/08/2017,0.25,08/10/2017,2017
11/08/2017,0.25,08/11/2017,2017
14/08/2017,0.25,08/14/2017,2017
15/08/2017,0.25,08/15/2017,2017
16/08/2017,0.25,08/16/2017,2017
17/08/2017,0.25,08/17/2017,2017
18/08/2017,0.25,08/18/2017,2017
21/08/2017,0.25,08/21/2017,2017
22/08/2017,0.25,08/22/2017,2017
23/08/2017,0.25,08/23/2017,2017
24/08/2017,0.25,08/24/2017,2017
25/08/2017,0.25,08/25/2017,2017
29/08/2017,0.25,08/29/2017,2017
30/08/2017,0.25,08/30/2017,2017
31/08/2017,0.25,08/31/2017,2017
01/09/2017,0.25,09/01/2017,2017
04/09/2017,0.25,09/04/2017,2017
05/09/2017,0.25,09/05/2017,2017
06/09/2017,0.25,09/06/2017,2017
07/09/2017,0.25,09/07/2017,2017
08/09/2017,0.25,09/08/2017,2017
11/09/2017,0.25,09/11/2017,2017
12/09/2017,0.25,09/12/2017,2017
13/09/2017,0.25,09/13/2017,2017
14/09/2017,0.25,09/14/2017,2017
15/09/2017,0.25,09/15/2017,2017
18/09/2017,0.25,09/18/2017,2017
19/09/2017,0.25,09/19/2017,2017
20/09/2017,0.25,09/20/2017,2017
21/09/2017,0.25,09/21/2017,2017
22/09/2017,0.25,09/22/2017,2017
25/09/2017,0.25,09/25/2017,2017
26/09/2017,0.25,09/26/2017,2017
27/09/2017,0.25,09/27/2017,2017
28/09/2017,0.25,09/28/2017,2017
29/09/2017,0.25,09/29/2017,2017
02/10/2017,0.25,10/02/2017,2017
03/10/2017,0.25,10/03/2017,2017
04/10/2017,0.25,10/04/2017,2017
05/10/2017,0.25,10/05/2017,2017
06/10/2017,0.25,10/06/2017,2017
09/10/2017,0.25,10/09/2017,2017
10/10/2017,0.25,10/10/2017,2017
11/10/2017,0.25,10/11/2017,2017
12/10/2017,0.25,10/12/2017,2017
13/10/2017,0.25,10/13/2017,2017
16/10/2017,0.25,10/16/2017,2017
17/10/2017,0.25,10/17/2017,2017
18/10/2017,0.25,10/18/2017,2017
19/10/2017,0.25,10/19/2017,2017
20/10/2017,0.25,10/20/2017,2017
23/10/2017,0.25,10/23/2017,2017
24/10/2017,0.25,10/24/2017,2017
25/10/2017,0.25,10/25/2017,2017
26/10/2017,0.25,10/26/2017,2017
27/10/2017,0.25,10/27/2017,2017
30/10/2017,0.25,10/30/2017,2017
31/10/2017,0.25,10/31/2017,2017
01/11/2017,0.25,11/01/2017,2017
02/11/2017,0.5,11/02/2017,2017
03/11/2017,0.5,11/03/2017,2017
06/11/2017,0.5,11/06/2017,2017
07/11/2017,0.5,11/07/2017,2017
08/11/2017,0.5,11/08/2017,2017
09/11/2017,0.5,11/09/2017,2017
10/11/2017,0.5,11/10/2017,2017
13/11/2017,0.5,11/13/2017,2017
14/11/2017,0.5,11/14/2017,2017
15/11/2017,0.5,11/15/2017,2017
16/11/2017,0.5,11/16/2017,2017
17/11/2017,0.5,11/17/2017,2017
20/11/2017,0.5,11/20/2017,2017
21/11/2017,0.5,11/21/2017,2017
22/11/2017,0.5,11/22/2017,2017
23/11/2017,0.5,11/23/2017,2017
24/11/2017,0.5,11/24/2017,2017
27/11/2017,0.5,11/27/2017,2017
28/11/2017,0.5,11/28/2017,2017
29/11/2017,0.5,11/29/2017,2017
30/11/2017,0.5,11/30/2017,2017
01/12/2017,0.5,12/01/2017,2017
04/12/2017,0.5,12/04/2017,2017
05/12/2017,0.5,12/05/2017,2017
06/12/2017,0.5,12/06/2017,2017
07/12/2017,0.5,12/07/2017,2017
08/12/2017,0.5,12/08/2017,2017
11/12/2017,0.5,12/11/2017,2017
12/12/2017,0.5,12/12/2017,2017
13/12/2017,0.5,12/13/2017,2017
14/12/2017,0.5,12/14/2017,2017
15/12/2017,0.5,12/15/2017,2017
18/12/2017,0.5,12/18/2017,2017
19/12/2017,0.5,12/19/2017,2017
20/12/2017,0.5,12/20/2017,2017
21/12/2017,0.5,12/21/2017,2017
22/12/2017,0.5,12/22/2017,2017
27/12/2017,0.5,12/27/2017,2017
28/12/2017,0.5,12/28/2017,2017
29/12/2017,0.5,12/29/2017,2017
02/01/2018,0.5,01/02/2018,2018
03/01/2018,0.5,01/03/2018,2018
04/01/2018,0.5,01/04/2018,2018
05/01/2018,0.5,01/05/2018,2018
08/01/2018,0.5,01/08/2018,2018
09/01/2018,0.5,01/09/2018,2018
10/01/2018,0.5,01/10/2018,2018
11/01/2018,0.5,01/11/2018,2018
12/01/2018,0.5,01/12/2018,2018
15/01/2018,0.5,01/15/2018,2018
16/01/2018,0.5,01/16/2018,2018
17/01/2018,0.5,01/17/2018,2018
18/01/2018,0.5,01/18/2018,2018
19/01/2018,0.5,01/19/2018,2018
22/01/2018,0.5,01/22/2018,2018
23/01/2018,0.5,01/23/2018,2018
24/01/2018,0.5,01/24/2018,2018
25/01/2018,0.5,01/25/2018,2018
26/01/2018,0.5,01/26/2018,2018
29/01/2018,0.5,01/29/2018,2018
30/01/2018,0.5,01/30/2018,2018
31/01/2018,0.5,01/31/2018,2018
01/02/2018,0.5,02/01/2018,2018
02/02/2018,0.5,02/02/2018,2018
05/02/2018,0.5,02/05/2018,2018
06/02/2018,0.5,02/06/2018,2018
07/02/2018,0.5,02/07/2018,2018
08/02/2018,0.5,02/08/2018,2018
09/02/2018,0.5,02/09/2018,2018
12/02/2018,0.5,02/12/2018,2018
13/02/2018,0.5,02/13/2018,2018
14/02/2018,0.5,02/14/2018,2018
15/02/2018,0.5,02/15/2018,2018
16/02/2018,0.5,02/16/2018,2018
19/02/2018,0.5,02/19/2018,2018
20/02/2018,0.5,02/20/2018,2018
21/02/2018,0.5,02/21/2018,2018
22/02/2018,0.5,02/22/2018,2018
23/02/2018,0.5,02/23/2018,2018
26/02/2018,0.5,02/26/2018,2018
27/02/2018,0.5,02/27/2018,2018
28/02/2018,0.5,02/28/2018,2018
01/03/2018,0.5,03/01/2018,2018
02/03/2018,0.5,03/02/2018,2018
05/03/2018,0.5,03/05/2018,2018
06/03/2018,0.5,03/06/2018,2018
07/03/2018,0.5,03/07/2018,2018
08/03/2018,0.5,03/08/2018,2018
09/03/2018,0.5,03/09/2018,2018
12/03/2018,0.5,03/12/2018,2018
13/03/2018,0.5,03/13/2018,2018
14/03/2018,0.5,03/14/2018,2018
15/03/2018,0.5,03/15/2018,2018
16/03/2018,0.5,03/16/2018,2018
19/03/2018,0.5,03/19/2018,2018
20/03/2018,0.5,03/20/2018,2018
21/03/2018,0.5,03/21/2018,2018
22/03/2018,0.5,03/22/2018,2018
23/03/2018,0.5,03/23/2018,2018
26/03/2018,0.5,03/26/2018,2018
27/03/2018,0.5,03/27/2018,2018
28/03/2018,0.5,03/28/2018,2018
29/03/2018,0.5,03/29/2018,2018
03/04/2018,0.5,04/03/2018,2018
04/04/2018,0.5,04/04/2018,2018
05/04/2018,0.5,04/05/2018,2018
06/04/2018,0.5,04/06/2018,2018
09/04/2018,0.5,04/09/2018,2018
10/04/2018,0.5,04/10/2018,2018
11/04/2018,0.5,04/11/2018,2018
12/04/2018,0.5,04/12/2018,2018
13/04/2018,0.5,04/13/2018,2018
16/04/2018,0.5,04/16/2018,2018
17/04/2018,0.5,04/17/2018,2018
18/04/2018,0.5,04/18/2018,2018
19/04/2018,0.5,04/19/2018,2018
20/04/2018,0.5,04/20/2018,2018
23/04/2018,0.5,04/23/2018,2018
24/04/2018,0.5,04/24/2018,2018
25/04/2018,0.5,04/25/2018,2018
26/04/2018,0.5,04/26/2018,2018
27/04/2018,0.5,04/27/2018,2018
30/04/2018,0.5,04/30/2018,2018
01/05/2018,0.5,05/01/2018,2018
02/05/2018,0.5,05/02/2018,2018
03/05/2018,0.5,05/03/2018,2018
04/05/2018,0.5,05/04/2018,2018
08/05/2018,0.5,05/08/2018,2018
09/05/2018,0.5,05/09/2018,2018
10/05/2018,0.5,05/10/2018,2018
11/05/2018,0.5,05/11/2018,2018
14/05/2018,0.5,05/14/2018,2018
15/05/2018,0.5,05/15/2018,2018
16/05/2018,0.5,05/16/2018,2018
17/05/2018,0.5,05/17/2018,2018
18/05/2018,0.5,05/18/2018,2018
21/05/2018,0.5,05/21/2018,2018
22/05/2018,0.5,05/22/2018,2018
23/05/2018,0.5,05/23/2018,2018
24/05/2018,0.5,05/24/2018,2018
25/05/2018,0.5,05/25/2018,2018
29/05/2018,0.5,05/29/2018,2018
30/05/2018,0.5,05/30/2018,2018
31/05/2018,0.5,05/31/2018,2018
01/06/2018,0.5,06/01/2018,2018
04/06/2018,0.5,06/04/2018,2018
05/06/2018,0.5,06/05/2018,2018
06/06/2018,0.5,06/06/2018,2018
07/06/2018,0.5,06/07/2018,2018
08/06/2018,0.5,06/08/2018,2018
11/06/2018,0.5,06/11/2018,2018
12/06/2018,0.5,06/12/2018,2018
13/06/2018,0.5,06/13/2018,2018
14/06/2018,0.5,06/14/2018,2018
15/06/2018,0.5,06/15/2018,2018
18/06/2018,0.5,06/18/2018,2018
19/06/2018,0.5,06/19/2018,2018
20/06/2018,0.5,06/20/2018,2018
21/06/2018,0.5,06/21/2018,2018
22/06/2018,0.5,06/22/2018,2018
25/06/2018,0.5,06/25/2018,2018
26/06/2018,0.5,06/26/2018,2018
27/06/2018,0.5,06/27/2018,2018
28/06/2018,0.5,06/28/2018,2018
29/06/2018,0.5,06/29/2018,2018
02/07/2018,0.5,07/02/2018,2018
03/07/2018,0.5,07/03/2018,2018
04/07/2018,0.5,07/04/2018,2018
05/07/2018,0.5,07/05/2018,2018
